group_id,image_link,text_ext,entity_name,entity_value
149159,https://m.media-amazon.com/images/I/81N73b5khVL.jpg,"Grofe Kapazitat, Tijagtahigkeit bis zu 30KG

4m. Das Material ist ca. 5mm dick und die Fugen sind verstarkt, so dass
W es sehr stark ist.

Tragfahigkeit bis zu 30KG, kann eine Vielzahl von Gegenstanden ;

©)
329 | aufnehmen.

atl

",item_weight,30.0 kilogram
308856,https://m.media-amazon.com/images/I/61oMj2iXOuL.jpg,"))

WILDFANG

35cm

12cm 13cm 14cm 15cm 16cm

<10 kg 10-5kg = =15-25kg =. 25-45kg = > 45 kg

",item_weight,10 kilogram to 15 kilogram
281678,https://m.media-amazon.com/images/I/91LPf6OjV9L.jpg,"|
i : Helps in *
bs osteoarthritis Helps wn
ee digestion
“Reduces.
inflammation ox

Anti-bacierial?
properties ,

",item_weight,3.53 ounce
281678,https://m.media-amazon.com/images/I/81fOxWWWKYL.jpg,"DIGESTIVE HEALTH
HIGH IN ANTIOXIDANTS
+ COMBATS DISEASES

",item_weight,3.53 ounce
281678,https://m.media-amazon.com/images/I/81dzao1Ob4L.jpg,"PACKAGING CHANGED

‘lod peste in corto hops homooal Boones
HOW To USE
Semi medical hab, spearmint con be mde ino hbo
129, eon oo be gourd fused 0 0 pion in vegatble
‘tes fe king poses

Ingredients: Speornint Heol To,

& Nutritional Facts

Calories 80kcal
Sep SPEARMINT
""Sty Fe 8 GREEN TEA
Seen [Ee
Seenscom | a
ee

Orca

Feist fe reset eed peer nes ont 12 MONTHS FROM THE DATE OF PACKAGING
Cosme win? mot copia he pede.

eoeecnae NET WT: 1009 8590)
SE miner ean
‘New Delhi-110031, indio inst MRP Rs, : £300/-

eae a ES
= zt a IOI oe
are oe
——— I en

See, ey eee
Si riciratpeereaecone, Set ee

Our body is temple ond puting in raw ond

natural foods isthe key to make it run efficiently
We ot Sorich Organics believe that the first step to
«beter life sors with the food you eat.
We work with o stable network of formers ond
former groups, all of whom procice orgonic
ing and grow naturel, pestcde-free produce.
Yo you the bounty straight from Moher
Eorih, giving you food os it wos meant to be
enjoyed-completely natural

WWW. SORICHORGANICS.COM.

IDCRAFTED
FORFRESHNESS FARMERS QUALITY
Nosecrt All Wewerkdeesy —_Alproduc ore
imo, wihetoman ala Sch
os. yates

Couton : Packed in o focly thot hondes cher nus ond
Seeds, Do not buy the produc fs ompered or domoged.
‘Storage Instructions: Stoce ino cool & |
tepokdilalupeaetomes no”
MANUFACTURED AND MARKETED BY:
Sorich Organics Pvt. Lid,

Plot No-63, Block 8, Sector-63, Noida, Goutom
Buddha Nogar, Utor Pradesh - 201301

ORGANIC SPEARMINT HERBAL TEA.
‘Spearmint is that miraculous herb which take

‘care of you inside and out. High potassium level

ofthe herb keeps blood pressure in contol. I oso keeps
hormonal balance.

DIRECTION OF USE

‘Semi medicinal herb, spearmint can be made inlo herbal.
fea, It can also be ground, if used as a spice in vegelable
curties or for sprinkling purposes

Ingredients : Organic Spearmint Pure Herb,
Country of Origin : India

RUT O Is a& a
Calories 80kcal Tope | SS
Total Carbohydrate (AN
Total Sugar
Dietry Fibre ‘3
gece! IN
5

Sodium
Protein ———

Consume within 2 months ofter opening the packet.

SPEARMINT
GREEN TEA

|
@ ncn wanrionoants

Note: Packaging may vary for a brief period of time.

for customer feedback: NET WEIGHT : 100 g (3.53 oz)
od” Raa
ec oes os) BATCH NO. : NET WEIGHT : 100 g (3.53 07)
rant reas PKD. :

sete olinintmlontareiaiecrar ""USE BY t

AFTER
",item_weight,53 ounce
281678,https://m.media-amazon.com/images/I/91-iahVGEDL.jpg,"Loose packaging

impurities added

Other € Does not brew easi! -
, Y) y.
brands , Ave 7
Added a
A
USDA
ay
Wes | 2s. D WZ
6 Air-tight packaging vAV a Rg
SA Wa
a4 Impurities free WY \ | NT
ge a.) Cs
Brews easily Y * etd Wer \
| GREENTEA | EESEN
ded preservativefY¥ \ ae SY
<

Directly from farm x '
",item_weight,100 gram
731432,https://m.media-amazon.com/images/I/81S2+GnYpTL.jpg,"Be
==
25

S

a4 LLY Ah NE
AI

» SS
Sq
:
“2
‘S
<
>»
Dy :
44 :
> :
nN
dy
44 !
YW
S$
>
>
Py
ss

",item_weight,200 gram
731432,https://m.media-amazon.com/images/I/81e2YtCOKvL.jpg,"Ae 4
Lf 4

Instant Energy

",item_weight,1 kilogram
731432,https://m.media-amazon.com/images/I/81RNsNEM1EL.jpg,,item_weight,200 gram
731432,https://m.media-amazon.com/images/I/91prZeizZnL.jpg,"2ENERGY

AINSTANT: 4. A

A Y
:
\t
\
=
S
2)
5
A
i
W

",item_weight,200 gram
731432,https://m.media-amazon.com/images/I/31EvJszFVfL.jpg,,item_weight,200 gram
252585,https://m.media-amazon.com/images/I/61wzlucTREL.jpg,"ONE SIZE FITS ALL

STRETCHABLE AND BLACK FABRIC BLOCKS
FORM FITTING THE LIGHT

EXPERT-GRADE GEL
NON-TOXIC NO SMELL

FLEXIBLE COMFORTABLE FOR
COLD OR HOT THERAPY .
3.11n

ul E'S

22.2 in
",item_volume,4.0 gallon
299791,https://m.media-amazon.com/images/I/61sQ+qAKr4L.jpg,"925 Sterling Silver
18K Gold Plated

K ZA

0.28 INCH

(7 MM)

High Polish

0.07 INcH A
(1.8 MM) PA
_—_
16+2 INCH Extend Chain

Net Weight: 2.7G (405MM+50MM)

Manual measurement, the size may be slightly different from the physical.
",item_weight,2.7 gram
884560,https://m.media-amazon.com/images/I/81x77l2T5NL.jpg,"How to use Knorr
ES Pots:

either: dissolve 28
the pot into

500ml of boiling or: add the

water. pot directl
to dish. Y

",item_weight,112 gram
179080,https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,"9.10m/3.58%

\
.

ISAM
17. BAN

Type

Battery Cell

fj Charger

tH Charger Output Current

= USB port

G) BMS

a Battery Weight

Downtube Battery

13Ah: 2500m-A-h
17.5Ah: Sam-sung/L-G/Cell
3500mAh Send it randomly

Vv

A8V 13Ah (2A)
A8V 17.5Ah (4A)

Vv

30A

A1KG / 44KG
",item_weight,4.1 kilogram
179080,https://m.media-amazon.com/images/I/71nywfWZUwL.jpg,"9.10m/3.58%

\
.

ISAM
17. BAN

Type

Battery Cell

fj Charger

tH Charger Output Current

= USB port

G) BMS

a Battery Weight

Downtube Battery

13Ah: 2500m-A-h
17.5Ah: Sam-sung/L-G/Cell
3500mAh Send it randomly

Vv

A8V 13Ah (2A)
A8V 17.5Ah (4A)

Vv

30A

A1KG / 44KG
",voltage,48.0 volt
866516,https://m.media-amazon.com/images/I/51WsuKKAVrL.jpg,"Product Name Harvest Festival Doll

15X9X26CM
52x42x40CM
Polyester material

Craftsmanship Manual

Grey . Orange

Product Wei 158g

",item_weight,158.0 gram
866516,https://m.media-amazon.com/images/I/61XGDKap+JL.jpg,,item_weight,158.0 gram
459516,https://m.media-amazon.com/images/I/715vVcWJxGL.jpg,"ys SD.
NUVIDA “4b

CRANBERRY EXTRACT

High Strength Extract for
Natural Uri
SUITABLE F

nary Tract and Bladder Support
‘OR VEGETARIANS AND VEGANS

5000mg 90 Tablets
Food Supplement
",item_weight,5000 milligram
524635,https://m.media-amazon.com/images/I/613v+2W4UwL.jpg,"6S1G FEQPUSMA2SRy7 AAS

LAD NASD
ss Os

50 ml

Carvomin

Verdauungstropfen

18,55 g/20 ml
Flussigkeit zum Einnehmen

Wirkstoff:

Auszug aus einer Mischung
von Angelikawurzeln,
Benediktenkraut und
Pfefferminzblattern

KL3NGE

PHARMA

",item_weight,18.55 gram
524635,https://m.media-amazon.com/images/I/71+fn9TWQmL.jpg,"Are regen en 5 spn
Ae ee

IIa oi
ae

. om yo
Carvomin %
Verdauungstropfen

6 f
18,55 g/20 ml if
Flussigkeit zum Einnehmen

§
i
is
i
“it | 50 ml Wirkstoff: <=:
»  Benediktents
flanzliches *:
| Carvomin Verdana
6 peal! Verdauungstropfen kit ena?

ischung or *8
pes ot Om ferminzbltt”
Flussigkeit zum Econ d
Einnehmen

Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzeln,

Benediktenkraut und (a.
Pfefferminzblattern af’
K LeN G E Zur Anwendung

bei Erwachsenen
PHARMA

Klinge Pham
",item_weight,18.55 gram
524635,https://m.media-amazon.com/images/I/71aKgRRQ2wL.jpg,"aA eS SSS
wa BE SS SSSI TSS
SSNS SS SS

Sense

~~ OS

50 ml

Carvomin

Verdauungstropfen

18,55 g/20 ml
Flussigkeit zum Einnehmen
Verdauungstropfen  joit enthat? °

18,55 g/20 ml Mischung v0""

Wirkstoff: 3,99 Ferminebatt
Auszug aus einer Mischung pracecelt zum ental 38 «
von Angelikawurzeln, innehmen mittel fr Kt?

Benediktenkraut und lagern. D3
Pfefferminzblattern (2.
KLINGE \@e

PHARMA Zur Anwendung

bei Erwachsenen

50 ml witkstoff: As
» o Benediktenka’

Ca FVOMIN pfenzicts*

Verdauungs's*

Klinge Pharr

",item_weight,18.55 gram
524635,https://m.media-amazon.com/images/I/71rKXZJrh4L.jpg,"50 mi i
Carvomin Ge

Verdauungstropfen

or
18,55 g/20 ml is
Flussigkeit zum Einnehmen is
if

Wirkstoff:
Auszug aus einer Mischung
von Angelikawurzein,
Benediktenkraut und
Pfefferminzblattern

KL3NGE

PHARMA

",item_weight,18.55 gram
524635,https://m.media-amazon.com/images/I/71D824lbRvL.jpg,"wan SESS Set TS SS
So SSS SSS
WSS SSS

yo OS

y
Uy * 50 mi
‘ty M } s ®
My C
Sy “th d rvo N
Te!
sy, Verdauungstropfen
_ ey 18,55 g/20 ml
wy at 4 3,99 8/¢ .
Kr ""y Fliissigkeit zum Einnehmen
“tn yy
wht * at
‘ f h
8 ith ;
cA “i, ‘iy
i ty igs
NN
titislaty a
SAAT
He fay
he qt Ne hy
Ne AN
CNG
byte Ry
RSS
lath, '
mt ty Wirkstoff:
Ug, Auszug aus einer Mischung
ty \ von Angelikawurzeln,
| Benediktenkraut und
f Pfefferminzblattern
iN KLZNGE
PHARMA

",item_weight,18.55 gram
730429,https://m.media-amazon.com/images/I/71004c9tzfL.jpg,".

“§

-
‘\ ~~""
USB CHAR

‘

GING PORTS

",item_weight,50.0 gram
881883,https://m.media-amazon.com/images/I/51bQPPtMqYL.jpg,"How to Use

Place the curtain between the
counterweight and the magnet

4cm/1.6in
| Welch 2oe am 26g @

ra ‘h,

Load-bearing
metal block
",item_weight,26.0 gram
179080,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,"7 FREEWHEELS 800W 36V
GABEL MINDESTBREITE 135MM

* HINTERRAD MIT BRUSHLESS MOTOR
",wattage,800.0 watt
179080,https://m.media-amazon.com/images/I/61o2ntPNNgL.jpg,"7 FREEWHEELS 800W 36V
GABEL MINDESTBREITE 135MM

* HINTERRAD MIT BRUSHLESS MOTOR
",voltage,36.0 volt
601746,https://m.media-amazon.com/images/I/71IUuTJ8QwL.jpg,"Superior Quality

Put durability, safety, and environmental protection first.

Honeycomb Surface

Offers solid performance and ensures that
the yoga ball won’t burst suddenly.

Explosion-Proof Design

Provides the best protection and
prevents injuries. ]

Environmentally Friendly Material

Just use it with confidence knowing it’s made
of environmentally friendly material.

No Sticking

Rest assured that the surface won't stick to
your skin, clothing, floor, and much more.

330lbs Load Bearing

Never worry about the load-bearing capacity
of this yoga ball as it can support up to 330lbs. _

",item_weight,330.0 pound
487566,https://m.media-amazon.com/images/I/915JHkwtcrL.jpg,"Particularly smooth

",item_weight,31.0 ounce
794161,https://m.media-amazon.com/images/I/71cjrYndwIL.jpg,"Ag SKINFOOD .
SALMON DARK CIRCLE CONCEALER
¥/ This concentrated and creamy concealer
Y’ contains salmon ingredients which effectively
help conceal dark under eye circles and brighten
y the eyes.
! To use : After applying your foundation, dispense an
f adequate amount and gently tap onto dark circles around

| your eye area

10 MEI,

Dist. SKINFOOD USA, INC. 1 Technology Drive,

Bldg. B, Suite B113 Irvine, California, 92618
www.theskinfood.com 40g / Net wt. 0.35 oz
Made in Korea
OPEN HERE

",item_weight,0.35 ounce
639090,https://m.media-amazon.com/images/I/81hnk2WXO3L.jpg,"hot chocolate

Made with Belgian Chocolate
includes Mini Marshmallows

®@ © ©

Milk p _ Double Salted
Chocolate SOS eGiocolates) | Garamel

MARSHMALLOWS (SUGAR, GLUCOSE SYRUP, GELATIN, SORBITOL, MODIFIED
CORN STARCH, DEXTROSE, ARTFICIAL FLAVOR, TETRASODIUM

ERS COCOA MASS, EMULSIFIERS (SOY LECITHIN, PGPR),
VANILLA EXTRACT.

CONTAINS: MILK, SOY.

‘SALTED CARAMEL INGREDIENTS: SUGAR, COCOA BUTTER, WHOLE MILK
POWDER, MARSHMALLOWS (SUGAR, oS ce ae
MODIFIED CORN STARCH, DEXTROSE, ARTFICIAL FLAVOR, TETRASODIUM
PYROPHOSPHATE). COCOA MASS, EAT SEES OU LED, PGPR),
VANILLA EXTRACT, SALT, CARAMEL FLAVOR:

CONTAINS: MILK, SOY.

, TETRASODIUM
TE), COCOA MASS, EMULSIFIERS (SOY LECITHIN, PGPR,
VANILLA EXTRACT, PEPPERWINT FLAVOR, BB

CONTAINS: MILK, SOY.

DOUBLE CHOCOLATE INGREDIENTS: SUGAR, COCOA BUTTER, COCOA MASS,

DISTRIBUTED BY FRANKFORD CANDY LLC
SEC PA 19114

",item_weight,35.0 gram
752266,https://m.media-amazon.com/images/I/61HXgujoxpL.jpg,,wattage,150.0 watt
752266,https://m.media-amazon.com/images/I/613G8GOyLSL.jpg,"220mm/8.66in

SSSaSS8S8S888
SaSsBSaSS35RS8
Baaaa0aeea Raa

| See UE

<----->
32mm/1.25in

€-------------------------------->

305mm/12.00in

Ceiling

Wall

Ground
",wattage,150.0 watt
752266,https://m.media-amazon.com/images/I/71YyZ2iPyZL.jpg,"Durable & Flexible LED Floodlight

Thickened
a Glass

High-Quality
LEDs
= a
Z| Die-Cast
\ Alumium Frame

30W IP65

\ \ Mental
$ Bracket
",wattage,30.0 watt
752266,https://m.media-amazon.com/images/I/81K3JwUCnQL.jpg,"“— warerproof
6 8 9B

Dustproof Heat-resisting _ Frost-resistant
",wattage,30.0 watt
299791,https://m.media-amazon.com/images/I/41wvffSxB4L.jpg,"ST
-_INDS

ees.
OOOO “eo
sae
FOO
POO Lay Me
Ort 4
EO ad
is 2 eee
Seal a
HOKE
oid

3.5cm
",item_weight,15.5 gram
237000,https://m.media-amazon.com/images/I/91cErO-KbLL.jpg,"JACQUARD
KNITTED MATERIAL

Super soft and comfortable creating a
custom upholstered look

200GSM
Microfiber

",item_weight,200.0 gram
179080,https://m.media-amazon.com/images/I/817vo3DcCNL.jpg,"KOMFO RT-PAKET &

7,

\y PS
DAS HERZSTUCK: “NEL 4

STARKER UND EFFIZIENTER MOTOR FUR ANGENEHMEN FAHRKOMFORT

KRAFTVOLLE UND EFFIZIENTE EXTREM LEISER UND UNGLAUBLICHES DREHMOMENT
UNTERSTUTZUNG BIS LEISTUNGSSTARKER MOTOR MIT VON

25 KM/H 250 W 45 NM
",wattage,250.0 watt
884560,https://m.media-amazon.com/images/I/61AHQ35poHL.jpg,"(G1 G NIE 1)
Your Old and Close Friend Ever!

",item_volume,10.0 ounce
